ATCOCode,NaptanCode,PlateCode,CleardownCode,CommonName,CommonNameLang,ShortCommonName,ShortCommonNameLang,Landmark,LandmarkLang,Street,StreetLang,Crossing,CrossingLang,Indicator,IndicatorLang,Bearing,NptgLocalityCode,LocalityName,ParentLocalityName,GrandParentLocalityName,Town,TownLang,Suburb,SuburbLang,LocalityCentre,GridType,Easting,Northing,Longitude,Latitude,StopType,BusStopType,TimingStatus,DefaultWaitTime,Notes,NotesLang,AdministrativeAreaCode,CreationDateTime,ModificationDateTime,RevisionNumber,Modification,Status
9400ZZBPCLH1,blpamjat,,,Cliffs Hotel (Blackpool Tramway),,,,Queens Promenade,,King Edward Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330679,438259,-3.05486807813,53.8359415305,PLT,,,,,,147,2007-03-28T14:54:00,2015-03-25T15:09:00,3,revise,active
9400ZZBPCLH2,blpamgja,,,Cliffs Hotel (Blackpool Tramway),,,,Queens Promenade,,King Edward Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330672,438260,-3.0549746545,53.8359495815,PLT,,,,,,147,2007-03-28T11:05:00,2015-03-25T15:09:00,4,revise,active
9400ZZBPCLP,,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330593,435583,-3.05556984072,53.81188245968,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:42:00,1,revise,active
9400ZZBPCLP1,blpamjdt,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330596,435583,-3.05552428807,53.81188286067,PLT,,,,,,147,2007-03-28T15:06:00,2012-04-02T12:42:00,1,revise,active
9400ZZBPCLP2,blpamgma,,,Central Pier (Blackpool Tramway),,,,Central Pier,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,1,UKOS,330590,435583,-3.05561539337,53.81188205867,PLT,,,,,,147,2007-03-28T11:28:00,2012-04-02T12:43:00,2,revise,active
9400ZZBPCLY,,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331740,442880,-3.03977757228,53.87760830395,MET,,,,,,147,2007-03-19T00:00:00,2012-04-20T14:21:00,2,revise,active
9400ZZBPCLY1,lanjtmwt,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331745,442880,-3.03970153181,53.87760896281,PLT,,,,,,147,2007-03-28T12:46:00,2012-04-20T14:23:00,4,revise,active
9400ZZBPCLY2,lanjtpgw,,,Cleveleys (Blackpool Tramway),,,,A587 Rossall Road,,York Avenue,,,,,,,E0016545,Cleveleys,,,,,,,1,UKOS,331734,442881,-3.03986904387,53.8776164996,PLT,,,,,,147,2007-03-28T15:49:00,2012-04-20T14:23:00,2,revise,active
9400ZZBPCVD,,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330780,439438,-3.0535996313,53.8465499442,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:46:00,1,revise,active
9400ZZBPCVD1,blpamgdw,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330783,439435,-3.05355336386,53.84652338554,PLT,,,,,,147,2007-03-28T11:03:00,2012-04-02T12:47:00,2,revise,active
9400ZZBPCVD2,blpamjap,,,Cavendish Road (Blackpool Tramway),,,,Queens Promenade,,Cavendish Road,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330777,439441,-3.05364589879,53.84657650284,PLT,,,,,,147,2007-03-28T14:52:00,2012-04-02T12:47:00,1,revise,active
9400ZZBPFMW,,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333280,447540,-3.01737410146,53.91968551149,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPFMW1,lanjtpdj,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333282,447538,-3.0173432174,53.91966779679,PLT,,,,,,147,2007-03-28T13:01:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPFMW2,lanjtpma,,,Fisherman's Walk (Blackpool Tramway),,,,Poulton Road,,Ash Street,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333277,447541,-3.01741999048,53.91969411081,PLT,,,,,,147,2007-03-28T16:03:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPFWF,,,,Fleetwood Ferry (Blackpool Tramway),,,,Fleetwood Ferry Port,,Queens Terrace,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333907,448410,-3.00801734826,53.9275841636,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:51:00,1,revise,active
9400ZZBPFWF2,lanjtpag,,,Fleetwood Ferry (Blackpool Tramway),,,,Fleetwood Ferry Port,,Queens Terrace,,,,,,,E0016552,Fleetwood,,,,,,,1,UKOS,333907,448410,-3.00801734826,53.9275841636,PLT,,,,,,147,2007-03-28T12:49:00,2012-04-02T12:51:00,2,revise,active
9400ZZBPFXS,,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330574,435294,-3.05579305587,53.80928284787,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:00:00,1,revise,inactive
9400ZZBPFXS1,blpamjdw,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330583,435280,-3.05565324446,53.80915824127,PLT,,,,,,147,2007-03-28T15:09:00,2012-04-04T12:00:00,1,revise,inactive
9400ZZBPFXS2,blpamgmd,,,Foxhall Square (not in use) (Blackpool Tramway),,,,Princess Street,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330575,435294,-3.0557778726,53.80928298156,PLT,,,,,,147,2007-03-28T11:32:00,2012-04-04T12:00:00,2,revise,inactive
9400ZZBPGNS,,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330664,438013,-3.05504039125,53.8337288782,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPGNS1,blpamgda,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330667,438013,-3.05499481489,53.8337292791,PLT,,,,,,147,2007-03-28T10:53:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPGNS2,blpamgwp,,,Gynn Square (Blackpool Tramway),,,,Willshaw Road,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,1,UKOS,330660,438013,-3.05510115973,53.83372834364,PLT,,,,,,147,2007-03-28T14:30:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHFD,,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332610,446477,-3.02733923738,53.91004617357,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:53:00,1,revise,active
9400ZZBPHFD1,lanjtmwd,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332613,446476,-3.02729335697,53.91003757799,PLT,,,,,,147,2007-03-28T12:40:00,2012-04-02T12:54:00,2,revise,active
9400ZZBPHFD2,lanjtpgd,,,Heathfield Road (Blackpool Tramway),,,,Radcliffe Road,,Heathfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332607,446479,-3.02738533842,53.91006375548,PLT,,,,,,147,2007-03-28T15:38:00,2012-04-02T12:54:00,1,revise,active
9400ZZBPHRW,,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330381,432312,-3.05804852428,53.78245949827,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHRW1,blpamjmd,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330384,432312,-3.05800300354,53.78245990005,PLT,,,,,,147,2007-03-28T15:28:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPHRW2,blpamgpm,,,Harrow Place (Blackpool Tramway),,,,South Promenade,,Harrow Place,,,,,,,N0079377,Harrowside,Blackpool,,,,,,0,UKOS,330378,432312,-3.05809404502,53.78245909647,PLT,,,,,,147,2007-03-28T12:17:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPHWS,,,,Harrowside Solarium (closed) (Blackpool Tramway),,,,Harrowside West,,South Promenade,,,,,,,N0065097,Squires Gate,Blackpool,,,,,,0,UKOS,330385,432437,-3.05801609707,53.78358333933,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:45:00,1,revise,inactive
9400ZZBPHWS1,blpamgpt,,,Harrowside Solarium (closed) (Blackpool Tramway),,,,Harrowside West,,South Promenade,,,,,,,N0065097,Squires Gate,Blackpool,,,,,,0,UKOS,330379,432437,-3.05810714098,53.78358253572,PLT,,,,,,147,2007-03-28T12:23:00,2012-04-04T12:45:00,1,revise,inactive
9400ZZBPHWS2,blpamjmg,,,Harrowside Solarium (closed) (Blackpool Tramway),,,,Harrowside West,,South Promenade,,,,,,,N0065097,Squires Gate,Blackpool,,,,,,0,UKOS,330380,432437,-3.05809196699,53.78358266966,PLT,,,,,,147,2007-03-28T15:30:00,2012-04-04T12:45:00,2,revise,inactive
9400ZZBPIPH,,,,Imperial Hotel (not in use) (Blackpool Tramway),,,,Near Dickinson Road,,Queens Promenade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330610,437252,-3.05568874032,53.82688302538,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:46:00,1,revise,inactive
9400ZZBPIPH1,blpamgwm,,,Imperial Hotel (not in use) (Blackpool Tramway),,,,Near Dickinson Road,,Queens Promenade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330620,437254,-3.05553729587,53.82690233512,PLT,,,,,,147,2007-03-28T14:17:00,2012-04-04T12:46:00,1,revise,inactive
9400ZZBPIPH2,blpamgaw,,,Imperial Hotel (not in use) (Blackpool Tramway),,,,Near Dickinson Road,,Queens Promenade,,,,,,,E0035276,Claremont,Blackpool,,,,,,0,UKOS,330611,437252,-3.05567355069,53.82688315908,PLT,,,,,,147,2007-03-28T10:47:00,2012-04-04T12:46:00,2,revise,inactive
9400ZZBPLBH,,,,Little Bispham (Blackpool Tramway),,,,Shore Road,,Queens Promenade,,,,,,,E0035284,Little Bispham,Cleveleys,,,,,,0,UKOS,331225,441603,-3.04732289245,53.86606462801,MET,,,,,,147,2007-03-19T00:00:00,2007-03-19T00:00:00,0,new,active
9400ZZBPLBH1,blpamgdm,,,Little Bispham (Blackpool Tramway),,,,Shore Road,,Queens Promenade,,,,,,,E0035284,Little Bispham,Cleveleys,,,,,,0,UKOS,331226,441603,-3.04730768858,53.86606476072,PLT,,,,,,147,2007-03-28T10:58:00,2007-11-13T10:30:00,1,revise,active
9400ZZBPLBH2,blpamjag,,,Little Bispham (Blackpool Tramway),,,,Shore Road,,Queens Promenade,,,,,,,E0035284,Little Bispham,Cleveleys,,,,,,0,UKOS,331200,441578,-3.04769737377,53.86583665088,PLT,,,,,,147,2007-03-28T14:41:00,2007-03-28T14:41:00,0,new,active
9400ZZBPLBN,,,,Leyburn Avenue (not in use) (Blackpool Tramway),,,,Queens Promenade,,Leyburn Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330954,440377,-3.0511668653,53.85501133256,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:46:00,1,revise,inactive
9400ZZBPLBN1,blpamdwm,,,Leyburn Avenue (not in use) (Blackpool Tramway),,,,Queens Promenade,,Leyburn Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330960,440377,-3.05107566623,53.85501213161,PLT,,,,,,147,2007-03-28T10:07:00,2012-04-04T12:47:00,2,revise,inactive
9400ZZBPLBN2,blpamgtg,,,Leyburn Avenue (not in use) (Blackpool Tramway),,,,Queens Promenade,,Leyburn Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330947,440374,-3.05127258834,53.85498344118,PLT,,,,,,147,2007-03-28T13:57:00,2012-04-04T12:47:00,1,revise,inactive
9400ZZBPLDE,,,,Lauderdale Avenue (closed) (Blackpool Tramway),,,,Kelso Avenue,,Lauderdale Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331520,442438,-3.04302447306,53.87360730137,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:47:00,1,revise,inactive
9400ZZBPLDE1,blpamdwg,,,Lauderdale Avenue (closed) (Blackpool Tramway),,,,Kelso Avenue,,Lauderdale Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331521,442438,-3.04300926643,53.87360743355,PLT,,,,,,147,2007-03-28T10:00:00,2012-04-04T12:48:00,2,revise,inactive
9400ZZBPLDE2,blpamgta,,,Lauderdale Avenue (closed) (Blackpool Tramway),,,,Kelso Avenue,,Lauderdale Avenue,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331509,442445,-3.04319331194,53.8736687517,PLT,,,,,,147,2007-03-28T13:49:00,2012-04-04T12:48:00,1,revise,inactive
9400ZZBPLDL,,,,Lindel Road (Blackpool Tramway),,,,Radcliffe Road,,Lindel Road,,,,,,,E0016552,Fleetwood,,,,,,,0,UKOS,332859,446870,-3.02363585845,53.91361018135,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPLDL1,lanjtpdp,,,Lindel Road (Blackpool Tramway),,,,Radcliffe Road,,Lindel Road,,,,,,,E0016552,Fleetwood,,,,,,,0,UKOS,332862,446868,-3.02358975504,53.91359259802,PLT,,,,,,147,2007-03-28T13:04:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPLDL2,lanjtpmg,,,Lindel Road (Blackpool Tramway),,,,Radcliffe Road,,Lindel Road,,,,,,,E0016552,Fleetwood,,,,,,,0,UKOS,332856,446871,-3.02368174204,53.91361877831,PLT,,,,,,147,2007-03-28T16:06:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPLFD,,,,Lingfield Road (not in use) (Blackpool Tramway),,,,Radcliffe Road,,Lingfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332730,446661,-3.02555336611,53.91171527725,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:48:00,1,revise,inactive
9400ZZBPLFD1,lanjtmwg,,,Lingfield Road (not in use) (Blackpool Tramway),,,,Radcliffe Road,,Lingfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332731,446661,-3.02553814556,53.91171540728,PLT,,,,,,147,2007-03-28T12:41:00,2012-04-04T12:48:00,2,revise,inactive
9400ZZBPLFD2,lanjtpgj,,,Lingfield Road (not in use) (Blackpool Tramway),,,,Radcliffe Road,,Lingfield Road,,,,,,,E0016536,Broadwater,Fleetwood,,,,,,0,UKOS,332724,446668,-3.02564623122,53.91177740142,PLT,,,,,,147,2007-03-28T15:40:00,2012-04-04T12:49:00,1,revise,inactive
9400ZZBPLWR,,,,Lowther Avenue (Blackpool Tramway),,,,Queens Promenade,,Lowther Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330723,438929,-3.05435087685,53.84196827526,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T12:58:00,1,revise,active
9400ZZBPLWR1,blpamgjg,,,Lowther Avenue (Blackpool Tramway),,,,Queens Promenade,,Lowther Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330726,438929,-3.05430529153,53.84196867594,PLT,,,,,,147,2007-03-28T11:16:00,2012-04-02T12:58:00,2,revise,active
9400ZZBPLWR2,blpamjda,,,Lowther Avenue (Blackpool Tramway),,,,Queens Promenade,,Lowther Avenue,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330720,438930,-3.05439668802,53.84197686093,PLT,,,,,,147,2007-03-28T14:57:00,2012-04-02T12:58:00,1,revise,active
9400ZZBPLYR,,,,Lytham Road (not in use) (Blackpool Tramway),,,,Lytham road,,Not Specified,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330652,434985,-3.05453904663,53.80651646761,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:49:00,1,revise,inactive
9400ZZBPLYR2,,,,Lytham Road (not in use) (Blackpool Tramway),,,,Lytham road,,-,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330653,434985,-3.05452386434,53.80651660114,PLT,,,,,,147,2007-03-28T11:24:00,2012-04-04T12:49:00,3,revise,inactive
9400ZZBPMCS,,,,Manchester Square (Blackpool Tramway),,,,Rigby Road,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330588,435167,-3.05555180978,53.80814344514,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T13:01:00,1,revise,active
9400ZZBPMCS1,blpamgmg,,,Manchester Square (Blackpool Tramway),,,,Rigby Road,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330591,435168,-3.055506487,53.80815283252,PLT,,,,,,147,2007-03-28T11:34:00,2012-04-02T13:01:00,2,revise,active
9400ZZBPMCS2,blpamjga,,,Manchester Square (Blackpool Tramway),,,,Rigby Road,,Promenade,,,,,,,E0035294,Bloomfield,Blackpool,,,,,,0,UKOS,330585,435167,-3.05559735838,53.80814304416,PLT,,,,,,147,2007-03-28T15:10:00,2012-04-02T13:02:00,1,revise,active
9400ZZBPMDN,,,,Sandhurst Avenue (Blackpool Tramway),,,,Queens Promenade,,Sandhurst Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330913,440222,-3.05175512296,53.85361298571,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T13:03:00,1,revise,active
9400ZZBPMDN1,blpamgtj,,,Sandhurst Avenue (Blackpool Tramway),,,,Queens Promenade,,Sandhurst Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330917,440221,-3.05169410025,53.85360453236,PLT,,,,,,147,2007-03-28T13:59:00,2012-04-02T13:04:00,1,revise,active
9400ZZBPMDN2,blpmdwp,,,Sandhurst Avenue (Blackpool Tramway),,,,Queens Promenade,,Sandhurst Avenue,,,,,,,E0035272,Bispham,Blackpool,,,,,,0,UKOS,330910,440222,-3.05180072097,53.85361258594,PLT,,,,,,147,2007-03-28T10:08:00,2012-04-02T13:05:00,2,revise,active
9400ZZBPMNH,,,,Admiral's Point (not in use) (Blackpool Tramway),,,,Norfolk Avenue,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330763,439323,-3.05383201298,53.84551424345,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:50:00,1,revise,inactive
9400ZZBPMNH1,blpamjdg,,,Admiral's Point (not in use) (Blackpool Tramway),,,,Norfolk Avenue,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330767,439287,-3.05376310055,53.84519126845,PLT,,,,,,147,2007-03-28T14:59:00,2012-04-04T12:50:00,1,revise,inactive
9400ZZBPMNH2,blpamgjm,,,Admiral's Point (not in use) (Blackpool Tramway),,,,Norfolk Avenue,,Queens Promenade,,,,,,,E0035292,North Shore,Blackpool,,,,,,0,UKOS,330764,439323,-3.05381681658,53.84551437696,PLT,,,,,,147,2007-03-28T11:18:00,2012-04-04T12:50:00,2,revise,inactive
9400ZZBPMTN,,,,Melton Place (not in use) (Blackpool Tramway),,,,Queens Promenade,,Melton Place,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331330,441827,-3.04577670793,53.86809149502,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:50:00,1,revise,inactive
9400ZZBPMTN1,blpamdwj,,,Melton Place (not in use) (Blackpool Tramway),,,,Queens Promenade,,Melton Place,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331310,441839,-3.04608349161,53.8681966804,PLT,,,,,,147,2007-03-28T10:04:00,2012-04-04T12:51:00,1,revise,inactive
9400ZZBPMTN2,blpamgtd,,,Melton Place (not in use) (Blackpool Tramway),,,,Queens Promenade,,Melton Place,,,,,,,E0035271,Anchorsholme,Cleveleys,,,,,,0,UKOS,331298,441856,-3.04626976097,53.86834785746,PLT,,,,,,147,2007-03-28T13:52:00,2012-04-04T12:51:00,1,revise,inactive
9400ZZBPNBK,,,,Norbreck (Blackpool Tramway),,,,Norbreck Road,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331025,440668,-3.05015316713,53.85763581294,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPNBK1,blpamgtm,,,Norbreck (Blackpool Tramway),,,,Norbreck Road,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331030,440667,-3.05007693807,53.85762749186,PLT,,,,,,147,2007-03-28T14:01:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPNBK2,blpamdwt,,,Norbreck (Blackpool Tramway),,,,Norbreck Road,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331020,440669,-3.05022939622,53.85764413398,PLT,,,,,,147,2007-03-28T10:16:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPNBN,,,,Norbreck North (Blackpool Tramway),,,,Promenade,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,1,UKOS,331093,440970,-3.04918742321,53.86035873528,MET,,,,,,147,2016-09-27T00:00:00,2016-09-27T00:00:00,2,revise,active
9400ZZBPNBN1,blpamgdt,,,Norbreck North (Blackpool Tramway),,,,Promenade,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,1,UKOS,331094,440970,-3.04917222142,53.86035886822,PLT,,,,,,147,2016-09-27T00:00:00,2016-09-27T00:00:00,3,revise,active
9400ZZBPNBN2,blpamjam,,,Norbreck North (Blackpool Tramway),,,,Promenade,,Queens Promenade,,,,,,,E0035291,Norbreck,Blackpool,,,,,,1,UKOS,331076,440965,-3.04944472895,53.86031154327,PLT,,,,,,147,2016-09-27T00:00:00,2016-09-27T00:00:00,2,revise,active
9400ZZBPNKD,,,,Norkeed Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Norkeed Road,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331203,441395,-3.04761066179,53.86419254726,MET,,,,,,147,2007-03-19T00:00:00,2012-04-04T12:52:00,1,revise,inactive
9400ZZBPNKD1,blpamgdp,,,Norkeed Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Norkeed Road,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331175,441402,-3.04803792378,53.86425173404,PLT,,,,,,147,2007-03-28T11:01:00,2012-04-04T12:52:00,1,revise,inactive
9400ZZBPNKD2,blpamjaj,,,Norkeed Road (not in use) (Blackpool Tramway),,,,Queens Promenade,,Norkeed Road,,,,,,,E0035291,Norbreck,Blackpool,,,,,,0,UKOS,331159,441380,-3.04827623116,53.86405190931,PLT,,,,,,147,2007-03-28T14:43:00,2012-04-04T12:53:00,1,revise,inactive
9400ZZBPNPR,,,,North Pier (Blackpool Tramway),,,,Queens Promenade,,Talbot Road,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330582,436340,-3.05590790181,53.81868369439,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPNPR1,blpamgam,,,North Pier (Blackpool Tramway),,,,Queens Promenade,,Talbot Road,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330567,436233,-3.0561115171,53.81772014407,PLT,,,,,,147,2007-03-28T10:23:00,2024-05-29T11:00:00,3,revise,active
9400ZZBPNPR2,blpamgwd,,,North Pier (Blackpool Tramway),,,,Queens Promenade,,Talbot Road,,,,,,,E0054826,Blackpool Town Centre,Blackpool,,,,,,1,UKOS,330597,436447,-3.05570427747,53.81964724426,PLT,,,,,,147,2007-03-28T14:10:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPPHR,,,,Pharos Street (not in use) (Blackpool Tramway),,,,North Albert Street,,Pharos Street,,,,,,,E0016553,Ford Green,,,,,,,0,UKOS,333949,448290,-3.00735186447,53.92651116662,MET,,,,,,147,2007-03-19T00:00:00,2012-04-20T14:38:00,2,revise,inactive
9400ZZBPPHR1,lanjtpaj,,,Pharos Street (not in use) (Blackpool Tramway),,,,North Albert Street,,Pharos Street,,,,,,,E0016553,Ford Green,,,,,,,0,UKOS,333950,448290,-3.00733663846,53.92651129436,PLT,,,,,,147,2007-03-28T12:50:00,2012-04-20T14:38:00,3,revise,inactive
9400ZZBPPLB,,,,Pleasure Beach (Blackpool Tramway),,,,Blackpool Pleasure Beach,,Promenade,,,,,,,N0079376,Pleasure Beach,Blackpool,,,,,,1,UKOS,330470,433540,-3.05697551593,53.79350675728,MET,,,,,,147,2007-03-19T00:00:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPPLB1,blpamgmw,,,Pleasure Beach (Blackpool Tramway),,,,Blackpool Pleasure Beach,,Promenade,,,,,,,N0079376,Pleasure Beach,Blackpool,,,,,,1,UKOS,330452,433524,-3.05724509522,53.79336056545,PLT,,,,,,147,2007-03-28T12:06:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPPLB2,blpamjgp,,,Pleasure Beach (Blackpool Tramway),,,,Blackpool Pleasure Beach,,Promenade,,,,,,,N0079376,Pleasure Beach,Blackpool,,,,,,1,UKOS,330488,433556,-3.05670593476,53.79365294851,PLT,,,,,,147,2007-03-28T15:21:00,2024-05-29T11:00:00,2,revise,active
9400ZZBPPLT,,,,Pleasant Street (Blackpool Tramway),,,,Queens Promenade,,Pleasant Street,,,,,,,E0035276,Claremont,Blackpool,,,,,,1,UKOS,330617,437080,-3.05554354574,53.82533830308,MET,,,,,,147,2007-03-19T00:00:00,2012-04-02T13:31:00,1,revise,active
9400ZZBPPLT1,blpamgat,,,Pleasant Street (Blackpool Tramway),,,,Queens Promenade,,Pleasant Street,,,,,,,E0035276,Claremont,Blackpool,,,,,,1,UKOS,330620,437080,-3.0554979785,53.82533870413,PLT,,,,,,147,2007-03-28T10:45:00,2012-04-02T13:32:00,2,revise,active
9400ZZBPPLT2,blpamgwj,,,Pleasant Street (Blackpool Tramway),,,,Queens Promenade,,Pleasant Street,,,,,,,E0035276,Claremont,Blackpool,,,,,,1,UKOS,330614,437080,-3.05558911299,53.82533790201,PLT,,,,,,147,2007-03-28T14:14:00,2012-04-02T13:32:00,1,revise,active
