"StationName","NaptanCode","HubNaptan","Latitude","Longitude","Lift","SameLevel","Interchange","FareZones","Wifi"
"Abbey Wood","910GABWDXR","HUBABW",51.491241,0.121374,6,FALSE,0,"4",FALSE
"Acton Central Rail Station","910GACTNCTL","",51.508716,-0.262971,0,FALSE,2,"3",TRUE
"Acton Main Line Rail Station","910GACTONML","",51.51718,-0.266756,2,FALSE,0,"3",FALSE
"Acton Town Underground Station","940GZZLUACT","",51.503057,-0.280462,2,FALSE,1,"3",TRUE
"Aldgate East Underground Station","940GZZLUADE","",51.515037,-0.072384,0,FALSE,2,"1",TRUE
"Aldgate Underground Station","940GZZLUALD","",51.514246,-0.075689,0,FALSE,0,"1",TRUE
"Alperton Underground Station","940GZZLUALP","",51.540627,-0.29961,0,FALSE,0,"4",TRUE
"Amersham Underground Station","940GZZLUAMS","HUBAMR",51.674126,-0.607714,2,FALSE,0,"9",TRUE
"Anerley Rail Station","910GANERLEY","",51.412153,-0.065886,0,FALSE,2,"4",TRUE
"Angel Underground Station","940GZZLUAGL","",51.532624,-0.105898,0,FALSE,0,"1",TRUE
"Archway Underground Station","940GZZLUACY","",51.565478,-0.134819,0,FALSE,0,"2|3",TRUE
"Arnos Grove Underground Station","940GZZLUASG","",51.616446,-0.133062,0,FALSE,0,"4",TRUE
"Arsenal Underground Station","940GZZLUASL","",51.558655,-0.107457,0,FALSE,0,"2",TRUE
"Baker Street Underground Station","940GZZLUBST","",51.522883,-0.15713,0,FALSE,0,"1",TRUE
"Balham Underground Station","940GZZLUBLM","HUBBAL",51.443288,-0.152997,1,FALSE,0,"3",TRUE
"Bank Underground Station","940GZZLUBNK","HUBBAN",51.513132,-0.090047,10,FALSE,0,"1",TRUE
"Barbican Underground Station","940GZZLUBBN","",51.520275,-0.097993,2,FALSE,0,"1",TRUE
"Barking Rail Station","910GBARKING","HUBBKG",51.539495,0.080903,1,FALSE,1,"4",TRUE
"Barking Riverside","910GBKRVS","",51.51953,0.11596,2,FALSE,0,"4",TRUE
"Barking Underground Station","940GZZLUBKG","HUBBKG",51.539321,0.081053,1,FALSE,1,"4",TRUE
"Barkingside Underground Station","940GZZLUBKE","",51.585689,0.088585,0,FALSE,0,"4",TRUE
"Barons Court Underground Station","940GZZLUBSC","",51.490311,-0.213427,0,FALSE,0,"2",TRUE
"Battersea Power Station Underground Station","940GZZBPSUST","",51.479932,-0.142142,4,FALSE,0,"1",TRUE
"Bayswater Underground Station","940GZZLUBWT","",51.512284,-0.187938,0,FALSE,0,"1",TRUE
"Becontree Underground Station","940GZZLUBEC","",51.540331,0.127016,0,FALSE,0,"5",TRUE
"Belsize Park Underground Station","940GZZLUBZP","",51.550529,-0.164783,0,FALSE,0,"2",TRUE
"Bermondsey Underground Station","940GZZLUBMY","",51.49775,-0.063993,1,FALSE,0,"2",TRUE
"Bethnal Green Rail Station","910GBTHNLGR","",51.523917,-0.059568,0,FALSE,0,"2",TRUE
"Bethnal Green Underground Station","940GZZLUBLG","",51.527222,-0.055506,0,FALSE,0,"2",TRUE
"Blackfriars Underground Station","940GZZLUBKF","HUBBFR",51.511581,-0.103659,6,FALSE,1,"1",TRUE
"Blackhorse Road Rail Station","910GBLCHSRD","HUBBHO",51.586605,-0.041236,2,FALSE,0,"3",TRUE
"Blackhorse Road Underground Station","940GZZLUBLR","HUBBHO",51.586919,-0.04115,2,FALSE,0,"3",TRUE
"Bond Street","910GBONDST","HUBBDS",51.51369,-0.149517,6,FALSE,0,"1",FALSE
"Bond Street Underground Station","940GZZLUBND","HUBBDS",51.514304,-0.149723,6,FALSE,0,"1",FALSE
"Borough Underground Station","940GZZLUBOR","",51.501199,-0.09337,2,FALSE,0,"1",TRUE
"Boston Manor Underground Station","940GZZLUBOS","",51.495635,-0.324939,0,FALSE,0,"4",TRUE
"Bounds Green Underground Station","940GZZLUBDS","",51.607034,-0.124235,0,FALSE,0,"3|4",TRUE
"Bow Road Underground Station","940GZZLUBWR","",51.52694,-0.025128,0,FALSE,0,"2",FALSE
"Brent Cross Underground Station","940GZZLUBTX","",51.57665,-0.213622,0,FALSE,0,"3",TRUE
"Brentwood Rail Station","910GBRTWOOD","",51.613605,0.299586,2,FALSE,0,"9",TRUE
"Brixton Underground Station","940GZZLUBXN","HUBBRX",51.462618,-0.114888,2,FALSE,0,"2",TRUE
"Brockley Rail Station","910GBROCKLY","",51.464649,-0.037537,1,FALSE,2,"2",TRUE
"Bromley-by-Bow Underground Station","940GZZLUBBB","",51.524839,-0.011538,2,FALSE,2,"2|3",TRUE
"Brondesbury Park Rail Station","910GBRBYPK","",51.540734,-0.210054,0,FALSE,0,"2",FALSE
"Brondesbury Rail Station","910GBRBY","",51.545166,-0.202309,0,FALSE,0,"2",TRUE
"Bruce Grove Rail Station","910GBRUCGRV","",51.593959,-0.069867,0,FALSE,0,"3",TRUE
"Buckhurst Hill Underground Station","940GZZLUBKH","",51.626605,0.046757,0,FALSE,0,"5",TRUE
"Burnham (Berks) Rail Station","910GBNHAM","",51.523506,-0.646374,1,FALSE,0,"Outside",FALSE
"Burnt Oak Underground Station","940GZZLUBTK","",51.602774,-0.264048,0,FALSE,0,"4",TRUE
"Bush Hill Park Rail Station","910GBHILLPK","",51.641519,-0.069221,0,FALSE,2,"5",TRUE
"Bushey Rail Station","910GBUSHEY","HUBBSH",51.645582,-0.384749,0,FALSE,0,"8",FALSE
"Bushey Rail Station","910GBUSHYDC","HUBBSH",51.645691,-0.385612,0,FALSE,0,"8",FALSE
"Caledonian Road & Barnsbury Rail Station","910GCLDNNRB","",51.543041,-0.116729,1,FALSE,0,"2",FALSE
"Caledonian Road Underground Station","940GZZLUCAR","",51.548519,-0.118493,2,FALSE,0,"2",TRUE
"Cambridge Heath (London) Rail Station","910GCAMHTH","",51.531973,-0.057279,0,FALSE,0,"2",FALSE
"Camden Road Rail Station","910GCMDNRD","",51.541791,-0.138701,2,FALSE,0,"2",TRUE
"Camden Town Underground Station","940GZZLUCTN","",51.539292,-0.14274,0,FALSE,0,"2",TRUE
"Canada Water Rail Station","910GCNDAW","HUBZCW",51.49799,-0.04972,3,FALSE,0,"2",TRUE
"Canada Water Underground Station","940GZZLUCWR","HUBZCW",51.497931,-0.049405,3,FALSE,0,"2",TRUE
"Canary Wharf","910GCANWHRF","HUBCAW",51.506321,-0.018815,10,FALSE,0,"2",TRUE
"Canary Wharf Underground Station","940GZZLUCYF","HUBCAW",51.503488,-0.018246,10,FALSE,0,"2",TRUE
"Canning Town Underground Station","940GZZLUCGT","HUBCAN",51.513584,0.008322,4,FALSE,0,"2|3",TRUE
"Cannon Street Underground Station","940GZZLUCST","HUBCST",51.51151,-0.090432,2,FALSE,1,"1",TRUE
"Canonbury Rail Station","910GCNNB","",51.548732,-0.092191,3,FALSE,0,"2",FALSE
"Canons Park Underground Station","940GZZLUCPK","",51.607701,-0.294693,0,FALSE,0,"5",TRUE
"Carpenders Park Rail Station","910GCRPNDPK","",51.628351,-0.385939,0,FALSE,0,"7",TRUE
"Chadwell Heath Rail Station","910GCHDWLHT","",51.568039,0.128958,3,FALSE,0,"5",FALSE
"Chalfont & Latimer Underground Station","940GZZLUCAL","HUBCFO",51.667985,-0.560689,0,FALSE,0,"8",TRUE
"Chalk Farm Underground Station","940GZZLUCFM","",51.544118,-0.153388,0,FALSE,0,"2",TRUE
"Chancery Lane Underground Station","940GZZLUCHL","",51.518247,-0.111583,0,FALSE,0,"1",TRUE
"Charing Cross Underground Station","940GZZLUCHX","HUBCHX",51.50741,-0.127277,0,FALSE,0,"1",TRUE
"Chesham Underground Station","940GZZLUCSM","",51.705208,-0.611247,0,TRUE,0,"9",TRUE
"Cheshunt Rail Station","910GCHESHNT","",51.702876,-0.02396,0,FALSE,0,"8",TRUE
"Chigwell Underground Station","940GZZLUCWL","",51.617916,0.075041,0,FALSE,0,"4",TRUE
"Chingford Rail Station","910GCHINGFD","",51.633087,0.009897,0,TRUE,0,"5",TRUE
"Chiswick Park Underground Station","940GZZLUCWP","",51.494627,-0.267972,0,FALSE,0,"3",TRUE
"Chorleywood Underground Station","940GZZLUCYD","HUBCLW",51.654358,-0.518461,0,FALSE,0,"7",TRUE
"Clapham Common Underground Station","940GZZLUCPC","",51.461742,-0.138317,0,FALSE,0,"2",TRUE
"Clapham High Street Rail Station","910GCLPHHS","",51.465481,-0.132522,0,FALSE,0,"2",FALSE
"Clapham Junction Rail Station","910GCLPHMJ1","HUBCLJ",51.464187,-0.170221,2,FALSE,0,"2",FALSE
"Clapham Junction Rail Station","910GCLPHMJC","HUBCLJ",51.464188,-0.170293,2,FALSE,0,"2",FALSE
"Clapham North Underground Station","940GZZLUCPN","",51.465135,-0.130016,0,FALSE,0,"2",TRUE
"Clapham South Underground Station","940GZZLUCPS","",51.452654,-0.147582,0,FALSE,0,"2|3",TRUE
"Clapton Rail Station","910GCLAPTON","",51.561644,-0.057025,0,FALSE,0,"2|3",TRUE
"Cockfosters Underground Station","940GZZLUCKS","",51.65152,-0.149171,1,FALSE,0,"5",TRUE
"Colindale Underground Station","940GZZLUCND","",51.595424,-0.249919,0,FALSE,0,"4",TRUE
"Colliers Wood Underground Station","940GZZLUCSD","",51.41816,-0.178086,0,FALSE,0,"3",TRUE
"Covent Garden Underground Station","940GZZLUCGN","",51.513093,-0.124436,0,FALSE,0,"1",TRUE
"Crouch Hill Rail Station","910GCROUCHH","",51.571302,-0.117149,0,FALSE,0,"3",FALSE
"Croxley Underground Station","940GZZLUCXY","",51.647044,-0.441718,0,FALSE,0,"7",TRUE
"Crystal Palace Rail Station","910GCRYSTLP","HUBCYP",51.418109,-0.07261,3,FALSE,0,"3|4",FALSE
"Custom House Rail Station","910GCUSTMHS","HUBCUS",51.509835,0.02656,4,FALSE,0,"3",FALSE
"Dagenham East Underground Station","940GZZLUDGE","",51.544096,0.166017,0,FALSE,0,"5",TRUE
"Dagenham Heathway Underground Station","940GZZLUDGY","",51.541639,0.147527,0,FALSE,0,"5",TRUE
"Dalston Junction Rail Station","910GDALS","",51.546116,-0.075137,1,FALSE,0,"2",FALSE
"Dalston Kingsland Rail Station","910GDALSKLD","",51.548148,-0.075701,0,FALSE,0,"2",FALSE
"Debden Underground Station","940GZZLUDBN","",51.645386,0.083782,2,FALSE,0,"6",TRUE
"Denmark Hill Rail Station","910GDENMRKH","",51.468203,-0.089361,3,FALSE,0,"2",TRUE
"Dollis Hill Underground Station","940GZZLUDOH","",51.551955,-0.239068,0,FALSE,0,"3",FALSE
"Ealing Broadway Rail Station","910GEALINGB","HUBEAL",51.514841,-0.301752,4,FALSE,0,"3",TRUE
"Ealing Broadway Underground Station","940GZZLUEBY","HUBEAL",51.515017,-0.301457,4,FALSE,0,"3",TRUE
"Ealing Common Underground Station","940GZZLUECM","",51.51014,-0.288265,0,FALSE,2,"3",TRUE
"Earl's Court Underground Station","940GZZLUECT","",51.492063,-0.193378,4,FALSE,0,"1|2",TRUE
"East Acton Underground Station","940GZZLUEAN","",51.516612,-0.247248,0,FALSE,0,"2",TRUE
"East Finchley Underground Station","940GZZLUEFY","",51.587131,-0.165012,0,FALSE,0,"3",TRUE
"East Ham Underground Station","940GZZLUEHM","",51.538948,0.051186,2,FALSE,2,"3|4",TRUE
"East Putney Underground Station","940GZZLUEPY","",51.459205,-0.211,0,FALSE,0,"2|3",TRUE
"Eastcote Underground Station","940GZZLUEAE","",51.576506,-0.397373,0,FALSE,0,"5",FALSE
"Edgware Road (Bakerloo) Underground Station","940GZZLUERB","",51.520299,-0.17015,0,FALSE,0,"1",TRUE
"Edgware Road (Circle Line) Underground Station","940GZZLUERC","",51.519858,-0.167832,0,FALSE,1,"1",TRUE
"Edgware Underground Station","940GZZLUEGW","",51.613653,-0.274928,2,FALSE,0,"5",TRUE
"Edmonton Green Rail Station","910GEDMNGRN","",51.624929,-0.061112,2,FALSE,0,"4",TRUE
"Elephant & Castle Underground Station","940GZZLUEAC","HUBEPH",51.494536,-0.100606,2,FALSE,0,"1|2",TRUE
"Elm Park Underground Station","940GZZLUEPK","",51.549775,0.19864,0,FALSE,0,"6",TRUE
"Embankment Underground Station","940GZZLUEMB","",51.507058,-0.122666,0,FALSE,0,"1",TRUE
"Emerson Park Rail Station","910GEMRSPKH","",51.568642,0.220113,0,FALSE,0,"6",FALSE
"Enfield Town Rail Station","910GENFLDTN","",51.652026,-0.079328,0,TRUE,0,"5",TRUE
"Epping Underground Station","940GZZLUEPG","",51.69368,0.113767,0,FALSE,2,"6",TRUE
"Euston Square Underground Station","940GZZLUESQ","",51.525604,-0.135829,2,FALSE,1,"1",TRUE
"Euston Underground Station","940GZZLUEUS","HUBEUS",51.528055,-0.132182,0,FALSE,0,"1",TRUE
"Fairlop Underground Station","940GZZLUFLP","",51.595618,0.091004,0,FALSE,0,"4",TRUE
"Farringdon","910GFRNDXR","HUBZFD",51.519961,-0.103051,8,FALSE,1,"1",FALSE
"Farringdon Underground Station","940GZZLUFCN","HUBZFD",51.520252,-0.104913,8,FALSE,1,"1",FALSE
"Finchley Central Underground Station","940GZZLUFYC","",51.600921,-0.192527,2,FALSE,0,"4",TRUE
"Finchley Road & Frognal Rail Station","910GFNCHLYR","",51.550266,-0.183141,0,FALSE,0,"2",TRUE
"Finchley Road Underground Station","940GZZLUFYR","",51.546825,-0.179845,0,FALSE,0,"2",FALSE
"Finsbury Park Underground Station","940GZZLUFPK","HUBFPK",51.564158,-0.106825,5,FALSE,0,"2",TRUE
"Forest Gate Rail Station","910GFRSTGT","",51.549432,0.024353,3,FALSE,0,"3",FALSE
"Forest Hill Rail Station","910GFORESTH","",51.43928,-0.053157,2,FALSE,0,"3",FALSE
"Fulham Broadway Underground Station","940GZZLUFBY","",51.480081,-0.195422,2,FALSE,0,"2",TRUE
"Gants Hill Underground Station","940GZZLUGTH","",51.576544,0.066185,0,FALSE,0,"4",TRUE
"Gidea Park Rail Station","910GGIDEAPK","",51.581904,0.205964,3,FALSE,0,"6",TRUE
"Gloucester Road Underground Station","940GZZLUGTR","",51.494316,-0.182658,0,FALSE,0,"1",TRUE
"Golders Green Underground Station","940GZZLUGGN","",51.572259,-0.194039,2,FALSE,0,"3",TRUE
"Goldhawk Road Underground Station","940GZZLUGHK","",51.502005,-0.226715,0,FALSE,0,"2",TRUE
"Goodge Street Underground Station","940GZZLUGDG","",51.520599,-0.134361,0,FALSE,0,"1",TRUE
"Goodmayes Rail Station","910GGODMAYS","",51.565579,0.110807,2,FALSE,0,"4",TRUE
"Gospel Oak Rail Station","910GGOSPLOK","",51.555335,-0.15077,2,FALSE,0,"2",TRUE
"Grange Hill Underground Station","940GZZLUGGH","",51.613378,0.092066,0,FALSE,0,"4",TRUE
"Great Portland Street Underground Station","940GZZLUGPS","",51.52384,-0.144262,0,FALSE,0,"1",TRUE
"Green Park Underground Station","940GZZLUGPK","",51.506947,-0.142787,5,FALSE,2,"1",TRUE
"Greenford Underground Station","940GZZLUGFD","HUBGFD",51.542424,-0.34605,1,FALSE,0,"4",TRUE
"Gunnersbury Rail Station","910GGNRSBRY","HUBGUN",51.491678,-0.275286,0,FALSE,2,"3",FALSE
"Gunnersbury Underground Station","940GZZLUGBY","HUBGUN",51.491803,-0.275267,0,FALSE,2,"3",FALSE
"Hackney Central Rail Station","910GHACKNYC","",51.547105,-0.056058,2,FALSE,2,"2",TRUE
"Hackney Downs Rail Station","910GHAKNYNM","",51.548757,-0.060819,1,FALSE,2,"2",TRUE
"Hackney Wick Rail Station","910GHACKNYW","",51.54341,-0.02492,2,FALSE,0,"2",FALSE
"Haggerston Rail Station","910GHAGGERS","",51.538705,-0.075666,2,FALSE,0,"2",FALSE
"Hainault Underground Station","940GZZLUHLT","",51.603659,0.093482,3,FALSE,0,"4",TRUE
"Hammersmith (Dist&Picc Line) Underground Station","940GZZLUHSD","HUBHMS",51.4923,-0.22362,2,FALSE,2,"2",TRUE
"Hammersmith (H&C Line) Underground Station","940GZZLUHSC","HUBHMS",51.49339,-0.22503,2,FALSE,2,"2",TRUE
"Hampstead Heath Rail Station","910GHMPSTDH","",51.55521,-0.165705,2,FALSE,0,"2",TRUE
"Hampstead Underground Station","940GZZLUHTD","",51.556239,-0.177464,0,FALSE,0,"2|3",TRUE
"Hanger Lane Underground Station","940GZZLUHGR","",51.530177,-0.292704,0,FALSE,0,"3",FALSE
"Hanwell Rail Station","910GHANWELL","",51.511835,-0.338583,2,FALSE,0,"4",FALSE
"Harlesden Rail Station","910GHARLSDN","HUBHDN",51.536289,-0.257667,0,FALSE,0,"3",TRUE
"Harlesden Underground Station","940GZZLUHSN","HUBHDN",51.53631,-0.257883,0,FALSE,0,"3",TRUE
"Harold Wood Rail Station","910GHRLDWOD","",51.592766,0.233129,3,FALSE,0,"6",FALSE
"Harringay Green Lanes Rail Station","910GHRGYGL","",51.577182,-0.098144,0,FALSE,2,"3",FALSE
"Harrow & Wealdstone Rail Station","910GHROW","HUBHRW",51.592169,-0.334571,4,FALSE,2,"5",TRUE
"Harrow & Wealdstone Underground Station","940GZZLUHAW","HUBHRW",51.592268,-0.335217,4,FALSE,2,"5",TRUE
"Harrow-on-the-Hill Underground Station","940GZZLUHOH","HUBHOH",51.579195,-0.337225,4,FALSE,2,"5",TRUE
"Hatch End Rail Station","910GHTCHEND","",51.609417,-0.368601,0,FALSE,0,"6",FALSE
"Hatton Cross Underground Station","940GZZLUHNX","",51.466747,-0.423191,0,FALSE,0,"5|6",TRUE
"Hayes & Harlington Rail Station","910GHAYESAH","",51.503096,-0.420683,4,FALSE,0,"5",FALSE
"Headstone Lane Rail Station","910GHEDSTNL","",51.602649,-0.35722,0,FALSE,0,"5",TRUE
"Heathrow Terminal 4 Rail Station","910GHTRWTM4","HUBHX4",51.458268,-0.445463,2,FALSE,0,"6",TRUE
"Heathrow Terminal 4 Underground Station","940GZZLUHR4","HUBHX4",51.458524,-0.445771,2,FALSE,0,"6",TRUE
"Heathrow Terminal 5 Rail Station","910GHTRWTM5","HUBHX5",51.470053,-0.490589,2,FALSE,0,"6",FALSE
"Heathrow Terminal 5 Underground Station","940GZZLUHR5","HUBHX5",51.470052,-0.49056,2,FALSE,0,"6",FALSE
"Heathrow Terminals 2 & 3 Rail Station","910GHTRWAPT","HUBH13",51.471987,-0.454788,2,FALSE,0,"6",TRUE
"Heathrow Terminals 2 & 3 Underground Station","940GZZLUHRC","HUBH13",51.471235,-0.452265,2,FALSE,0,"6",TRUE
"Hendon Central Underground Station","940GZZLUHCL","",51.583301,-0.226424,1,FALSE,0,"3|4",TRUE
"High Barnet Underground Station","940GZZLUHBT","",51.650541,-0.194298,0,FALSE,0,"5",TRUE
"High Street Kensington Underground Station","940GZZLUHSK","",51.501055,-0.192792,0,FALSE,0,"1",TRUE
"Highams Park Rail Station","910GHGHMSPK","",51.60835,-0.000222,0,FALSE,2,"4",TRUE
"Highbury & Islington Rail Station","910GHGHI","HUBHHY",51.546177,-0.103764,3,FALSE,0,"2",TRUE
"Highbury & Islington Underground Station","940GZZLUHAI","HUBHHY",51.54635,-0.103324,3,FALSE,0,"2",TRUE
"Highgate Underground Station","940GZZLUHGT","",51.577532,-0.145857,0,FALSE,0,"3",TRUE
"Hillingdon Underground Station","940GZZLUHGD","",51.553715,-0.449828,2,FALSE,2,"6",TRUE
"Holborn Underground Station","940GZZLUHBN","",51.51758,-0.120475,0,FALSE,0,"1",TRUE
"Holland Park Underground Station","940GZZLUHPK","",51.507143,-0.205679,0,FALSE,0,"2",TRUE
"Holloway Road Underground Station","940GZZLUHWY","",51.552697,-0.113244,0,FALSE,0,"2",TRUE
"Homerton Rail Station","910GHOMRTON","",51.547012,-0.04236,0,FALSE,0,"2",TRUE
"Honor Oak Park Rail Station","910GHONROPK","",51.449989,-0.045505,2,FALSE,0,"3",TRUE
"Hornchurch Underground Station","940GZZLUHCH","",51.554093,0.219116,0,FALSE,0,"6",TRUE
